"Datum","Station","Anzahl","Temperatur"
2017-06-17,31109,92,25
2017-06-17,31110,93,25
2017-06-17,31124,64,25
2017-06-17,31200,138,25
2017-06-17,31201,159,25
2017-06-17,31202,123,25
2017-06-17,31203,97,25
2017-06-17,31212,67,25
2017-06-17,31213,33,25
2017-06-17,31214,98,25
2017-06-17,31218,63,25
2017-06-17,31219,126,25
2017-06-17,31222,109,25
2017-06-17,31228,123,25
2017-06-17,31229,96,25
2017-06-17,31230,54,25
2017-06-17,31231,129,25
2017-06-17,31232,92,25
2017-06-17,31238,79,25
2017-06-17,31241,93,25
2017-06-17,31243,117,25
2017-06-17,31244,42,25
2017-06-17,31246,86,25
2017-06-17,31247,376,25
2017-06-17,31248,227,25
2017-06-17,31249,260,25
2017-06-17,31257,64,25
2017-06-17,31258,423,25
2017-06-17,31265,75,25
2017-06-17,31266,76,25
2017-06-17,31267,58,25
2017-06-17,31271,126,25
2017-06-17,31272,113,25
2017-06-17,31277,67,25
2017-06-17,31278,95,25
2017-06-17,31281,102,25
2017-06-17,31288,182,25
2017-06-17,31289,262,25
2017-06-17,31290,158,25
2017-06-17,31600,118,25
2017-06-17,31603,105,25
2017-06-17,31613,96,25
2017-06-17,31616,65,25
2017-06-17,31623,98,25
2017-06-17,31624,47,25
2017-06-17,31627,79,25
2017-06-17,31628,76,25
2017-06-18,31101,121,26.6666666666667
2017-06-18,31104,57,26.6666666666667
2017-06-18,31108,60,26.6666666666667
2017-06-18,31109,99,26.6666666666667
2017-06-18,31110,60,26.6666666666667
2017-06-18,31124,50,26.6666666666667
2017-06-18,31200,160,26.6666666666667
2017-06-18,31201,119,26.6666666666667
2017-06-18,31202,104,26.6666666666667
2017-06-18,31203,80,26.6666666666667
2017-06-18,31212,77,26.6666666666667
2017-06-18,31213,39,26.6666666666667
2017-06-18,31214,101,26.6666666666667
2017-06-18,31218,36,26.6666666666667
2017-06-18,31219,97,26.6666666666667
2017-06-18,31222,68,26.6666666666667
2017-06-18,31228,81,26.6666666666667
2017-06-18,31229,91,26.6666666666667
2017-06-18,31230,47,26.6666666666667
2017-06-18,31231,98,26.6666666666667
2017-06-18,31232,86,26.6666666666667
2017-06-18,31238,47,26.6666666666667
2017-06-18,31241,65,26.6666666666667
2017-06-18,31243,130,26.6666666666667
2017-06-18,31244,58,26.6666666666667
2017-06-18,31246,97,26.6666666666667
2017-06-18,31247,273,26.6666666666667
2017-06-18,31248,201,26.6666666666667
2017-06-18,31249,196,26.6666666666667
2017-06-18,31257,57,26.6666666666667
2017-06-18,31258,279,26.6666666666667
2017-06-18,31265,64,26.6666666666667
2017-06-18,31266,76,26.6666666666667
2017-06-18,31267,31,26.6666666666667
2017-06-18,31271,131,26.6666666666667
2017-06-18,31272,39,26.6666666666667
2017-06-18,31277,70,26.6666666666667
2017-06-18,31278,54,26.6666666666667
2017-06-18,31281,86,26.6666666666667
2017-06-18,31288,130,26.6666666666667
2017-06-18,31289,211,26.6666666666667
2017-06-18,31290,150,26.6666666666667
2017-06-18,31600,88,26.6666666666667
2017-06-18,31603,97,26.6666666666667
2017-06-18,31613,92,26.6666666666667
2017-06-18,31616,60,26.6666666666667
2017-06-18,31623,111,26.6666666666667
2017-06-18,31624,33,26.6666666666667
2017-06-18,31627,55,26.6666666666667
2017-06-18,31628,40,26.6666666666667
2017-06-19,31101,75,27.7777777777778
2017-06-19,31104,53,27.7777777777778
2017-06-19,31108,56,27.7777777777778
2017-06-19,31109,62,27.7777777777778
2017-06-19,31110,53,27.7777777777778
2017-06-19,31124,47,27.7777777777778
2017-06-19,31200,106,27.7777777777778
2017-06-19,31201,97,27.7777777777778
2017-06-19,31202,55,27.7777777777778
2017-06-19,31203,69,27.7777777777778
2017-06-19,31212,77,27.7777777777778
2017-06-19,31213,69,27.7777777777778
2017-06-19,31214,67,27.7777777777778
2017-06-19,31218,53,27.7777777777778
2017-06-19,31219,51,27.7777777777778
2017-06-19,31222,84,27.7777777777778
2017-06-19,31228,70,27.7777777777778
2017-06-19,31229,68,27.7777777777778
2017-06-19,31230,51,27.7777777777778
2017-06-19,31231,66,27.7777777777778
2017-06-19,31232,50,27.7777777777778
2017-06-19,31238,63,27.7777777777778
2017-06-19,31241,52,27.7777777777778
2017-06-19,31243,109,27.7777777777778
2017-06-19,31244,60,27.7777777777778
2017-06-19,31246,45,27.7777777777778
2017-06-19,31247,224,27.7777777777778
2017-06-19,31248,86,27.7777777777778
2017-06-19,31249,86,27.7777777777778
2017-06-19,31257,55,27.7777777777778
2017-06-19,31258,134,27.7777777777778
2017-06-19,31265,75,27.7777777777778
2017-06-19,31266,57,27.7777777777778
2017-06-19,31267,53,27.7777777777778
2017-06-19,31271,88,27.7777777777778
2017-06-19,31272,55,27.7777777777778
2017-06-19,31277,65,27.7777777777778
2017-06-19,31278,62,27.7777777777778
2017-06-19,31281,49,27.7777777777778
2017-06-19,31288,105,27.7777777777778
2017-06-19,31289,104,27.7777777777778
2017-06-19,31290,67,27.7777777777778
2017-06-19,31600,76,27.7777777777778
2017-06-19,31603,69,27.7777777777778
2017-06-19,31613,84,27.7777777777778
2017-06-19,31616,53,27.7777777777778
2017-06-19,31623,189,27.7777777777778
2017-06-19,31624,79,27.7777777777778
2017-06-19,31627,61,27.7777777777778
2017-06-19,31628,45,27.7777777777778
2017-06-20,31101,113,25
2017-06-20,31104,64,25
2017-06-20,31108,87,25
2017-06-20,31109,81,25
2017-06-20,31110,85,25
2017-06-20,31124,70,25
2017-06-20,31200,169,25
2017-06-20,31201,145,25
2017-06-20,31202,86,25
2017-06-20,31203,91,25
2017-06-20,31212,75,25
2017-06-20,31213,80,25
2017-06-20,31214,82,25
2017-06-20,31218,105,25
2017-06-20,31219,72,25
2017-06-20,31222,106,25
2017-06-20,31228,109,25
2017-06-20,31229,98,25
2017-06-20,31230,77,25
2017-06-20,31231,93,25
2017-06-20,31232,91,25
2017-06-20,31238,104,25
2017-06-20,31241,90,25
2017-06-20,31243,95,25
2017-06-20,31244,90,25
2017-06-20,31246,89,25
2017-06-20,31247,287,25
2017-06-20,31248,180,25
2017-06-20,31249,162,25
2017-06-20,31257,73,25
2017-06-20,31258,223,25
2017-06-20,31265,84,25
2017-06-20,31266,91,25
2017-06-20,31267,78,25
2017-06-20,31271,107,25
2017-06-20,31272,60,25
2017-06-20,31277,79,25
2017-06-20,31278,84,25
2017-06-20,31281,85,25
2017-06-20,31288,140,25
2017-06-20,31289,170,25
2017-06-20,31290,96,25
2017-06-20,31600,106,25
2017-06-20,31603,116,25
2017-06-20,31613,138,25
2017-06-20,31616,57,25
2017-06-20,31623,282,25
2017-06-20,31624,119,25
2017-06-20,31627,74,25
2017-06-20,31628,81,25
2017-06-21,31101,107,25.5555555555556
2017-06-21,31104,80,25.5555555555556
2017-06-21,31108,98,25.5555555555556
2017-06-21,31109,82,25.5555555555556
2017-06-21,31110,83,25.5555555555556
2017-06-21,31124,82,25.5555555555556
2017-06-21,31200,175,25.5555555555556
2017-06-21,31201,154,25.5555555555556
2017-06-21,31202,78,25.5555555555556
2017-06-21,31203,113,25.5555555555556
2017-06-21,31212,94,25.5555555555556
2017-06-21,31213,93,25.5555555555556
2017-06-21,31214,80,25.5555555555556
2017-06-21,31218,81,25.5555555555556
2017-06-21,31219,63,25.5555555555556
2017-06-21,31222,78,25.5555555555556
2017-06-21,31228,117,25.5555555555556
2017-06-21,31229,137,25.5555555555556
2017-06-21,31230,85,25.5555555555556
2017-06-21,31231,91,25.5555555555556
2017-06-21,31232,81,25.5555555555556
2017-06-21,31238,71,25.5555555555556
2017-06-21,31241,82,25.5555555555556
2017-06-21,31243,74,25.5555555555556
2017-06-21,31244,72,25.5555555555556
2017-06-21,31246,72,25.5555555555556
2017-06-21,31247,216,25.5555555555556
2017-06-21,31248,160,25.5555555555556
2017-06-21,31249,134,25.5555555555556
2017-06-21,31257,68,25.5555555555556
2017-06-21,31258,217,25.5555555555556
2017-06-21,31265,111,25.5555555555556
2017-06-21,31266,73,25.5555555555556
2017-06-21,31267,86,25.5555555555556
2017-06-21,31271,87,25.5555555555556
2017-06-21,31272,82,25.5555555555556
2017-06-21,31277,68,25.5555555555556
2017-06-21,31278,70,25.5555555555556
2017-06-21,31281,94,25.5555555555556
2017-06-21,31288,99,25.5555555555556
2017-06-21,31289,114,25.5555555555556
2017-06-21,31290,64,25.5555555555556
2017-06-21,31600,121,25.5555555555556
2017-06-21,31603,115,25.5555555555556
2017-06-21,31613,119,25.5555555555556
2017-06-21,31616,70,25.5555555555556
2017-06-21,31623,288,25.5555555555556
2017-06-21,31624,131,25.5555555555556
2017-06-21,31627,88,25.5555555555556
2017-06-21,31628,91,25.5555555555556
2017-06-22,31101,112,25.5555555555556
2017-06-22,31104,66,25.5555555555556
2017-06-22,31108,86,25.5555555555556
2017-06-22,31109,79,25.5555555555556
2017-06-22,31110,85,25.5555555555556
2017-06-22,31124,69,25.5555555555556
2017-06-22,31200,170,25.5555555555556
2017-06-22,31201,164,25.5555555555556
2017-06-22,31202,88,25.5555555555556
2017-06-22,31203,102,25.5555555555556
2017-06-22,31212,98,25.5555555555556
2017-06-22,31213,94,25.5555555555556
2017-06-22,31214,86,25.5555555555556
2017-06-22,31218,63,25.5555555555556
2017-06-22,31219,76,25.5555555555556
2017-06-22,31222,88,25.5555555555556
2017-06-22,31228,122,25.5555555555556
2017-06-22,31229,113,25.5555555555556
2017-06-22,31230,87,25.5555555555556
2017-06-22,31231,66,25.5555555555556
2017-06-22,31232,103,25.5555555555556
2017-06-22,31238,86,25.5555555555556
2017-06-22,31241,100,25.5555555555556
2017-06-22,31243,95,25.5555555555556
2017-06-22,31244,85,25.5555555555556
2017-06-22,31246,70,25.5555555555556
2017-06-22,31247,148,25.5555555555556
2017-06-22,31248,152,25.5555555555556
2017-06-22,31249,165,25.5555555555556
2017-06-22,31257,77,25.5555555555556
2017-06-22,31258,194,25.5555555555556
2017-06-22,31265,84,25.5555555555556
2017-06-22,31266,59,25.5555555555556
2017-06-22,31267,68,25.5555555555556
2017-06-22,31271,105,25.5555555555556
2017-06-22,31272,75,25.5555555555556
2017-06-22,31277,93,25.5555555555556
2017-06-22,31278,80,25.5555555555556
2017-06-22,31281,68,25.5555555555556
2017-06-22,31288,84,25.5555555555556
2017-06-22,31289,133,25.5555555555556
2017-06-22,31290,82,25.5555555555556
2017-06-22,31600,113,25.5555555555556
2017-06-22,31603,120,25.5555555555556
2017-06-22,31613,95,25.5555555555556
2017-06-22,31616,72,25.5555555555556
2017-06-22,31623,259,25.5555555555556
2017-06-22,31624,144,25.5555555555556
2017-06-22,31627,75,25.5555555555556
2017-06-22,31628,89,25.5555555555556
2017-06-23,31101,92,26.1111111111111
2017-06-23,31104,71,26.1111111111111
2017-06-23,31108,63,26.1111111111111
2017-06-23,31109,90,26.1111111111111
2017-06-23,31110,92,26.1111111111111
2017-06-23,31124,60,26.1111111111111
2017-06-23,31200,156,26.1111111111111
2017-06-23,31201,110,26.1111111111111
2017-06-23,31202,84,26.1111111111111
2017-06-23,31203,86,26.1111111111111
2017-06-23,31212,86,26.1111111111111
2017-06-23,31213,78,26.1111111111111
2017-06-23,31214,77,26.1111111111111
2017-06-23,31218,63,26.1111111111111
2017-06-23,31219,60,26.1111111111111
2017-06-23,31222,114,26.1111111111111
2017-06-23,31228,104,26.1111111111111
2017-06-23,31229,95,26.1111111111111
2017-06-23,31230,89,26.1111111111111
2017-06-23,31231,77,26.1111111111111
2017-06-23,31232,69,26.1111111111111
2017-06-23,31238,84,26.1111111111111
2017-06-23,31241,122,26.1111111111111
2017-06-23,31243,93,26.1111111111111
2017-06-23,31244,76,26.1111111111111
2017-06-23,31246,67,26.1111111111111
2017-06-23,31247,219,26.1111111111111
2017-06-23,31248,163,26.1111111111111
2017-06-23,31249,150,26.1111111111111
2017-06-23,31257,59,26.1111111111111
2017-06-23,31258,219,26.1111111111111
2017-06-23,31265,65,26.1111111111111
2017-06-23,31266,77,26.1111111111111
2017-06-23,31267,72,26.1111111111111
2017-06-23,31271,87,26.1111111111111
2017-06-23,31272,82,26.1111111111111
2017-06-23,31277,97,26.1111111111111
2017-06-23,31278,76,26.1111111111111
2017-06-23,31281,81,26.1111111111111
2017-06-23,31288,120,26.1111111111111
2017-06-23,31289,136,26.1111111111111
2017-06-23,31290,84,26.1111111111111
2017-06-23,31600,95,26.1111111111111
2017-06-23,31603,105,26.1111111111111
2017-06-23,31613,94,26.1111111111111
2017-06-23,31616,77,26.1111111111111
2017-06-23,31623,231,26.1111111111111
2017-06-23,31624,106,26.1111111111111
2017-06-23,31627,74,26.1111111111111
2017-06-23,31628,69,26.1111111111111
2017-06-24,31101,160,27.2222222222222
2017-06-24,31104,77,27.2222222222222
2017-06-24,31108,78,27.2222222222222
2017-06-24,31109,99,27.2222222222222
2017-06-24,31110,62,27.2222222222222
2017-06-24,31124,61,27.2222222222222
2017-06-24,31200,155,27.2222222222222
2017-06-24,31201,135,27.2222222222222
2017-06-24,31202,124,27.2222222222222
2017-06-24,31203,116,27.2222222222222
2017-06-24,31212,75,27.2222222222222
2017-06-24,31213,38,27.2222222222222
2017-06-24,31214,108,27.2222222222222
2017-06-24,31218,48,27.2222222222222
2017-06-24,31219,112,27.2222222222222
2017-06-24,31222,105,27.2222222222222
2017-06-24,31228,100,27.2222222222222
2017-06-24,31229,131,27.2222222222222
2017-06-24,31230,55,27.2222222222222
2017-06-24,31231,105,27.2222222222222
2017-06-24,31232,119,27.2222222222222
2017-06-24,31238,78,27.2222222222222
2017-06-24,31241,77,27.2222222222222
2017-06-24,31243,131,27.2222222222222
2017-06-24,31244,56,27.2222222222222
2017-06-24,31246,107,27.2222222222222
2017-06-24,31247,385,27.2222222222222
2017-06-24,31248,250,27.2222222222222
2017-06-24,31249,217,27.2222222222222
2017-06-24,31257,76,27.2222222222222
2017-06-24,31258,415,27.2222222222222
2017-06-24,31265,88,27.2222222222222
2017-06-24,31266,76,27.2222222222222
2017-06-24,31267,58,27.2222222222222
2017-06-24,31271,169,27.2222222222222
2017-06-24,31272,94,27.2222222222222
2017-06-24,31277,116,27.2222222222222
2017-06-24,31278,73,27.2222222222222
2017-06-24,31281,105,27.2222222222222
2017-06-24,31288,234,27.2222222222222
2017-06-24,31289,354,27.2222222222222
2017-06-24,31290,202,27.2222222222222
2017-06-24,31600,109,27.2222222222222
2017-06-24,31603,104,27.2222222222222
2017-06-24,31613,124,27.2222222222222
2017-06-24,31616,78,27.2222222222222
2017-06-24,31623,130,27.2222222222222
2017-06-24,31624,55,27.2222222222222
2017-06-24,31627,55,27.2222222222222
2017-06-24,31628,74,27.2222222222222
2017-06-25,31101,131,24.4444444444444
2017-06-25,31104,63,24.4444444444444
2017-06-25,31108,79,24.4444444444444
2017-06-25,31109,101,24.4444444444444
2017-06-25,31110,55,24.4444444444444
2017-06-25,31124,71,24.4444444444444
2017-06-25,31200,164,24.4444444444444
2017-06-25,31201,128,24.4444444444444
2017-06-25,31202,102,24.4444444444444
2017-06-25,31203,100,24.4444444444444
2017-06-25,31212,69,24.4444444444444
2017-06-25,31213,33,24.4444444444444
2017-06-25,31214,99,24.4444444444444
2017-06-25,31218,53,24.4444444444444
2017-06-25,31219,139,24.4444444444444
2017-06-25,31222,125,24.4444444444444
2017-06-25,31228,116,24.4444444444444
2017-06-25,31229,106,24.4444444444444
2017-06-25,31230,60,24.4444444444444
2017-06-25,31231,46,24.4444444444444
2017-06-25,31232,100,24.4444444444444
2017-06-25,31238,67,24.4444444444444
2017-06-25,31241,82,24.4444444444444
2017-06-25,31243,138,24.4444444444444
2017-06-25,31244,44,24.4444444444444
2017-06-25,31246,94,24.4444444444444
2017-06-25,31247,337,24.4444444444444
2017-06-25,31248,205,24.4444444444444
2017-06-25,31249,158,24.4444444444444
2017-06-25,31257,81,24.4444444444444
2017-06-25,31258,365,24.4444444444444
2017-06-25,31265,88,24.4444444444444
2017-06-25,31266,71,24.4444444444444
2017-06-25,31267,40,24.4444444444444
2017-06-25,31271,111,24.4444444444444
2017-06-25,31272,88,24.4444444444444
2017-06-25,31277,111,24.4444444444444
2017-06-25,31278,77,24.4444444444444
2017-06-25,31281,107,24.4444444444444
2017-06-25,31288,148,24.4444444444444
2017-06-25,31289,290,24.4444444444444
2017-06-25,31290,155,24.4444444444444
2017-06-25,31600,112,24.4444444444444
2017-06-25,31603,90,24.4444444444444
2017-06-25,31613,116,24.4444444444444
2017-06-25,31616,81,24.4444444444444
2017-06-25,31623,152,24.4444444444444
2017-06-25,31624,44,24.4444444444444
2017-06-25,31627,63,24.4444444444444
2017-06-25,31628,70,24.4444444444444
2017-06-26,31101,89,22.2222222222222
2017-06-26,31104,60,22.2222222222222
2017-06-26,31108,93,22.2222222222222
2017-06-26,31109,63,22.2222222222222
2017-06-26,31110,74,22.2222222222222
2017-06-26,31124,88,22.2222222222222
2017-06-26,31200,211,22.2222222222222
2017-06-26,31201,145,22.2222222222222
2017-06-26,31202,88,22.2222222222222
2017-06-26,31203,96,22.2222222222222
2017-06-26,31212,100,22.2222222222222
2017-06-26,31213,87,22.2222222222222
2017-06-26,31214,90,22.2222222222222
2017-06-26,31218,76,22.2222222222222
2017-06-26,31219,90,22.2222222222222
2017-06-26,31222,96,22.2222222222222
2017-06-26,31228,133,22.2222222222222
2017-06-26,31229,108,22.2222222222222
2017-06-26,31230,85,22.2222222222222
2017-06-26,31231,108,22.2222222222222
2017-06-26,31232,98,22.2222222222222
2017-06-26,31238,93,22.2222222222222
2017-06-26,31241,106,22.2222222222222
2017-06-26,31243,142,22.2222222222222
2017-06-26,31244,95,22.2222222222222
2017-06-26,31246,74,22.2222222222222
2017-06-26,31247,257,22.2222222222222
2017-06-26,31248,190,22.2222222222222
2017-06-26,31249,187,22.2222222222222
2017-06-26,31257,90,22.2222222222222
2017-06-26,31258,247,22.2222222222222
2017-06-26,31265,85,22.2222222222222
2017-06-26,31266,84,22.2222222222222
2017-06-26,31267,69,22.2222222222222
2017-06-26,31271,129,22.2222222222222
2017-06-26,31272,99,22.2222222222222
2017-06-26,31277,84,22.2222222222222
2017-06-26,31278,82,22.2222222222222
2017-06-26,31281,78,22.2222222222222
2017-06-26,31288,142,22.2222222222222
2017-06-26,31289,179,22.2222222222222
2017-06-26,31290,91,22.2222222222222
2017-06-26,31600,121,22.2222222222222
2017-06-26,31603,101,22.2222222222222
2017-06-26,31613,125,22.2222222222222
2017-06-26,31616,75,22.2222222222222
2017-06-26,31623,271,22.2222222222222
2017-06-26,31624,126,22.2222222222222
2017-06-26,31627,83,22.2222222222222
2017-06-26,31628,102,22.2222222222222
2017-06-27,31101,102,22.7777777777778
2017-06-27,31104,78,22.7777777777778
2017-06-27,31108,98,22.7777777777778
2017-06-27,31109,89,22.7777777777778
2017-06-27,31110,102,22.7777777777778
2017-06-27,31124,62,22.7777777777778
2017-06-27,31200,202,22.7777777777778
2017-06-27,31201,183,22.7777777777778
2017-06-27,31202,99,22.7777777777778
2017-06-27,31203,92,22.7777777777778
2017-06-27,31212,104,22.7777777777778
2017-06-27,31213,81,22.7777777777778
2017-06-27,31214,85,22.7777777777778
2017-06-27,31218,90,22.7777777777778
2017-06-27,31219,91,22.7777777777778
2017-06-27,31222,85,22.7777777777778
2017-06-27,31228,143,22.7777777777778
2017-06-27,31229,116,22.7777777777778
2017-06-27,31230,108,22.7777777777778
2017-06-27,31231,82,22.7777777777778
2017-06-27,31232,120,22.7777777777778
2017-06-27,31238,102,22.7777777777778
2017-06-27,31241,121,22.7777777777778
2017-06-27,31243,95,22.7777777777778
2017-06-27,31244,96,22.7777777777778
2017-06-27,31246,88,22.7777777777778
2017-06-27,31247,243,22.7777777777778
2017-06-27,31248,148,22.7777777777778
2017-06-27,31249,169,22.7777777777778
2017-06-27,31257,88,22.7777777777778
2017-06-27,31258,218,22.7777777777778
2017-06-27,31265,83,22.7777777777778
2017-06-27,31266,96,22.7777777777778
2017-06-27,31267,100,22.7777777777778
2017-06-27,31271,83,22.7777777777778
2017-06-27,31272,74,22.7777777777778
2017-06-27,31277,81,22.7777777777778
2017-06-27,31278,92,22.7777777777778
2017-06-27,31281,76,22.7777777777778
2017-06-27,31288,142,22.7777777777778
2017-06-27,31289,164,22.7777777777778
2017-06-27,31290,73,22.7777777777778
2017-06-27,31600,74,22.7777777777778
2017-06-27,31603,125,22.7777777777778
2017-06-27,31613,112,22.7777777777778
2017-06-27,31616,83,22.7777777777778
2017-06-27,31623,299,22.7777777777778
2017-06-27,31624,160,22.7777777777778
2017-06-27,31627,80,22.7777777777778
2017-06-27,31628,91,22.7777777777778
2017-06-28,31101,120,20.5555555555556
2017-06-28,31104,58,20.5555555555556
2017-06-28,31108,101,20.5555555555556
2017-06-28,31109,77,20.5555555555556
2017-06-28,31110,93,20.5555555555556
2017-06-28,31124,61,20.5555555555556
2017-06-28,31200,175,20.5555555555556
2017-06-28,31201,151,20.5555555555556
2017-06-28,31202,83,20.5555555555556
2017-06-28,31203,115,20.5555555555556
2017-06-28,31212,86,20.5555555555556
2017-06-28,31213,93,20.5555555555556
2017-06-28,31214,75,20.5555555555556
2017-06-28,31218,81,20.5555555555556
2017-06-28,31219,91,20.5555555555556
2017-06-28,31222,103,20.5555555555556
2017-06-28,31228,130,20.5555555555556
2017-06-28,31229,113,20.5555555555556
2017-06-28,31230,83,20.5555555555556
2017-06-28,31231,88,20.5555555555556
2017-06-28,31232,110,20.5555555555556
2017-06-28,31238,87,20.5555555555556
2017-06-28,31241,87,20.5555555555556
2017-06-28,31243,114,20.5555555555556
2017-06-28,31244,91,20.5555555555556
2017-06-28,31246,64,20.5555555555556
2017-06-28,31247,219,20.5555555555556
2017-06-28,31248,203,20.5555555555556
2017-06-28,31249,125,20.5555555555556
2017-06-28,31257,92,20.5555555555556
2017-06-28,31258,288,20.5555555555556
2017-06-28,31265,102,20.5555555555556
2017-06-28,31266,88,20.5555555555556
2017-06-28,31267,98,20.5555555555556
2017-06-28,31271,104,20.5555555555556
2017-06-28,31272,93,20.5555555555556
2017-06-28,31277,82,20.5555555555556
2017-06-28,31278,83,20.5555555555556
2017-06-28,31281,98,20.5555555555556
2017-06-28,31288,157,20.5555555555556
2017-06-28,31289,143,20.5555555555556
2017-06-28,31290,82,20.5555555555556
2017-06-28,31600,109,20.5555555555556
2017-06-28,31603,122,20.5555555555556
2017-06-28,31613,105,20.5555555555556
2017-06-28,31616,79,20.5555555555556
2017-06-28,31623,240,20.5555555555556
2017-06-28,31624,101,20.5555555555556
2017-06-28,31627,103,20.5555555555556
2017-06-28,31628,92,20.5555555555556
2017-06-29,31101,105,23.8888888888889
2017-06-29,31104,72,23.8888888888889
2017-06-29,31108,100,23.8888888888889
2017-06-29,31109,69,23.8888888888889
2017-06-29,31110,86,23.8888888888889
2017-06-29,31124,68,23.8888888888889
2017-06-29,31200,161,23.8888888888889
2017-06-29,31201,151,23.8888888888889
2017-06-29,31202,82,23.8888888888889
2017-06-29,31203,87,23.8888888888889
2017-06-29,31212,93,23.8888888888889
2017-06-29,31213,104,23.8888888888889
2017-06-29,31214,83,23.8888888888889
2017-06-29,31218,87,23.8888888888889
2017-06-29,31219,60,23.8888888888889
2017-06-29,31222,96,23.8888888888889
2017-06-29,31228,127,23.8888888888889
2017-06-29,31229,110,23.8888888888889
2017-06-29,31230,77,23.8888888888889
2017-06-29,31231,88,23.8888888888889
2017-06-29,31232,87,23.8888888888889
2017-06-29,31238,79,23.8888888888889
2017-06-29,31241,105,23.8888888888889
2017-06-29,31243,112,23.8888888888889
2017-06-29,31244,86,23.8888888888889
2017-06-29,31246,72,23.8888888888889
2017-06-29,31247,186,23.8888888888889
2017-06-29,31248,191,23.8888888888889
2017-06-29,31249,148,23.8888888888889
2017-06-29,31257,84,23.8888888888889
2017-06-29,31258,232,23.8888888888889
2017-06-29,31265,97,23.8888888888889
2017-06-29,31266,69,23.8888888888889
2017-06-29,31267,86,23.8888888888889
2017-06-29,31271,94,23.8888888888889
2017-06-29,31272,82,23.8888888888889
2017-06-29,31277,74,23.8888888888889
2017-06-29,31278,79,23.8888888888889
2017-06-29,31281,81,23.8888888888889
2017-06-29,31288,136,23.8888888888889
2017-06-29,31289,118,23.8888888888889
2017-06-29,31290,103,23.8888888888889
2017-06-29,31600,88,23.8888888888889
2017-06-29,31603,126,23.8888888888889
2017-06-29,31613,124,23.8888888888889
2017-06-29,31616,60,23.8888888888889
2017-06-29,31623,310,23.8888888888889
2017-06-29,31624,147,23.8888888888889
2017-06-29,31627,88,23.8888888888889
2017-06-29,31628,109,23.8888888888889
2017-06-30,31101,119,27.7777777777778
2017-06-30,31104,60,27.7777777777778
2017-06-30,31108,102,27.7777777777778
2017-06-30,31109,72,27.7777777777778
2017-06-30,31110,84,27.7777777777778
2017-06-30,31124,79,27.7777777777778
2017-06-30,31200,162,27.7777777777778
2017-06-30,31201,145,27.7777777777778
2017-06-30,31202,84,27.7777777777778
2017-06-30,31203,88,27.7777777777778
2017-06-30,31212,106,27.7777777777778
2017-06-30,31213,89,27.7777777777778
2017-06-30,31214,90,27.7777777777778
2017-06-30,31218,88,27.7777777777778
2017-06-30,31219,97,27.7777777777778
2017-06-30,31222,116,27.7777777777778
2017-06-30,31228,114,27.7777777777778
2017-06-30,31229,91,27.7777777777778
2017-06-30,31230,85,27.7777777777778
2017-06-30,31231,73,27.7777777777778
2017-06-30,31232,69,27.7777777777778
2017-06-30,31238,68,27.7777777777778
2017-06-30,31241,96,27.7777777777778
2017-06-30,31243,133,27.7777777777778
2017-06-30,31244,85,27.7777777777778
2017-06-30,31246,74,27.7777777777778
2017-06-30,31247,246,27.7777777777778
2017-06-30,31248,202,27.7777777777778
2017-06-30,31249,149,27.7777777777778
2017-06-30,31257,72,27.7777777777778
2017-06-30,31258,257,27.7777777777778
2017-06-30,31265,95,27.7777777777778
2017-06-30,31266,72,27.7777777777778
2017-06-30,31267,74,27.7777777777778
2017-06-30,31271,92,27.7777777777778
2017-06-30,31272,90,27.7777777777778
2017-06-30,31277,68,27.7777777777778
2017-06-30,31278,88,27.7777777777778
2017-06-30,31281,71,27.7777777777778
2017-06-30,31288,144,27.7777777777778
2017-06-30,31289,121,27.7777777777778
2017-06-30,31290,88,27.7777777777778
2017-06-30,31600,100,27.7777777777778
2017-06-30,31603,113,27.7777777777778
2017-06-30,31613,117,27.7777777777778
2017-06-30,31616,75,27.7777777777778
2017-06-30,31623,259,27.7777777777778
2017-06-30,31624,113,27.7777777777778
2017-06-30,31627,66,27.7777777777778
2017-06-30,31628,90,27.7777777777778
2017-07-01,31101,123,27.2222222222222
2017-07-01,31104,67,27.2222222222222
2017-07-01,31108,65,27.2222222222222
2017-07-01,31109,112,27.2222222222222
2017-07-01,31110,55,27.2222222222222
2017-07-01,31124,57,27.2222222222222
2017-07-01,31200,131,27.2222222222222
2017-07-01,31201,118,27.2222222222222
2017-07-01,31202,101,27.2222222222222
2017-07-01,31203,82,27.2222222222222
2017-07-01,31212,65,27.2222222222222
2017-07-01,31213,26,27.2222222222222
2017-07-01,31214,73,27.2222222222222
2017-07-01,31218,50,27.2222222222222
2017-07-01,31219,48,27.2222222222222
2017-07-01,31222,99,27.2222222222222
2017-07-01,31228,107,27.2222222222222
2017-07-01,31229,93,27.2222222222222
2017-07-01,31230,57,27.2222222222222
2017-07-01,31231,78,27.2222222222222
2017-07-01,31232,102,27.2222222222222
2017-07-01,31238,100,27.2222222222222
2017-07-01,31241,86,27.2222222222222
2017-07-01,31243,120,27.2222222222222
2017-07-01,31244,48,27.2222222222222
2017-07-01,31246,81,27.2222222222222
2017-07-01,31247,260,27.2222222222222
2017-07-01,31248,215,27.2222222222222
2017-07-01,31249,114,27.2222222222222
2017-07-01,31257,62,27.2222222222222
2017-07-01,31258,322,27.2222222222222
