"Datum","Station","Anzahl","Temperatur"
2017-03-14,31238,6,0
2017-03-14,31241,29,0
2017-03-14,31243,10,0
2017-03-14,31244,5,0
2017-03-14,31246,3,0
2017-03-14,31247,4,0
2017-03-14,31248,12,0
2017-03-14,31249,8,0
2017-03-14,31257,9,0
2017-03-14,31258,6,0
2017-03-14,31265,3,0
2017-03-14,31266,24,0
2017-03-14,31267,10,0
2017-03-14,31271,4,0
2017-03-14,31272,8,0
2017-03-14,31277,10,0
2017-03-14,31278,15,0
2017-03-14,31281,14,0
2017-03-14,31288,5,0
2017-03-14,31290,1,0
2017-03-14,31600,21,0
2017-03-14,31603,20,0
2017-03-14,31613,33,0
2017-03-14,31616,10,0
2017-03-14,31623,28,0
2017-03-14,31624,8,0
2017-03-14,31627,14,0
2017-03-14,31628,7,0
2017-03-15,31101,46,-3.88888888888889
2017-03-15,31104,31,-3.88888888888889
2017-03-15,31108,21,-3.88888888888889
2017-03-15,31109,27,-3.88888888888889
2017-03-15,31110,32,-3.88888888888889
2017-03-15,31124,19,-3.88888888888889
2017-03-15,31200,45,-3.88888888888889
2017-03-15,31201,47,-3.88888888888889
2017-03-15,31202,29,-3.88888888888889
2017-03-15,31203,30,-3.88888888888889
2017-03-15,31212,31,-3.88888888888889
2017-03-15,31213,24,-3.88888888888889
2017-03-15,31214,40,-3.88888888888889
2017-03-15,31218,21,-3.88888888888889
2017-03-15,31219,13,-3.88888888888889
2017-03-15,31222,20,-3.88888888888889
2017-03-15,31228,17,-3.88888888888889
2017-03-15,31229,51,-3.88888888888889
2017-03-15,31230,23,-3.88888888888889
2017-03-15,31231,25,-3.88888888888889
2017-03-15,31232,16,-3.88888888888889
2017-03-15,31238,11,-3.88888888888889
2017-03-15,31241,55,-3.88888888888889
2017-03-15,31243,17,-3.88888888888889
2017-03-15,31244,17,-3.88888888888889
2017-03-15,31246,17,-3.88888888888889
2017-03-15,31247,4,-3.88888888888889
2017-03-15,31248,10,-3.88888888888889
2017-03-15,31249,8,-3.88888888888889
2017-03-15,31257,15,-3.88888888888889
2017-03-15,31258,10,-3.88888888888889
2017-03-15,31265,21,-3.88888888888889
2017-03-15,31266,23,-3.88888888888889
2017-03-15,31267,33,-3.88888888888889
2017-03-15,31271,16,-3.88888888888889
2017-03-15,31272,23,-3.88888888888889
2017-03-15,31277,29,-3.88888888888889
2017-03-15,31278,25,-3.88888888888889
2017-03-15,31281,28,-3.88888888888889
2017-03-15,31288,7,-3.88888888888889
2017-03-15,31289,2,-3.88888888888889
2017-03-15,31290,4,-3.88888888888889
2017-03-15,31600,34,-3.88888888888889
2017-03-15,31603,27,-3.88888888888889
2017-03-15,31613,36,-3.88888888888889
2017-03-15,31616,19,-3.88888888888889
2017-03-15,31623,116,-3.88888888888889
2017-03-15,31624,33,-3.88888888888889
2017-03-15,31627,22,-3.88888888888889
2017-03-15,31628,26,-3.88888888888889
2017-03-16,31101,57,-1.11111111111111
2017-03-16,31104,43,-1.11111111111111
2017-03-16,31108,30,-1.11111111111111
2017-03-16,31109,44,-1.11111111111111
2017-03-16,31110,27,-1.11111111111111
2017-03-16,31124,39,-1.11111111111111
2017-03-16,31200,66,-1.11111111111111
2017-03-16,31201,60,-1.11111111111111
2017-03-16,31202,50,-1.11111111111111
2017-03-16,31203,62,-1.11111111111111
2017-03-16,31212,42,-1.11111111111111
2017-03-16,31213,56,-1.11111111111111
2017-03-16,31214,54,-1.11111111111111
2017-03-16,31218,32,-1.11111111111111
2017-03-16,31219,18,-1.11111111111111
2017-03-16,31222,48,-1.11111111111111
2017-03-16,31228,34,-1.11111111111111
2017-03-16,31229,49,-1.11111111111111
2017-03-16,31230,36,-1.11111111111111
2017-03-16,31231,38,-1.11111111111111
2017-03-16,31232,28,-1.11111111111111
2017-03-16,31238,28,-1.11111111111111
2017-03-16,31241,64,-1.11111111111111
2017-03-16,31243,22,-1.11111111111111
2017-03-16,31244,31,-1.11111111111111
2017-03-16,31246,21,-1.11111111111111
2017-03-16,31247,20,-1.11111111111111
2017-03-16,31248,26,-1.11111111111111
2017-03-16,31249,15,-1.11111111111111
2017-03-16,31257,24,-1.11111111111111
2017-03-16,31258,27,-1.11111111111111
2017-03-16,31265,32,-1.11111111111111
2017-03-16,31266,43,-1.11111111111111
2017-03-16,31267,44,-1.11111111111111
2017-03-16,31271,34,-1.11111111111111
2017-03-16,31272,38,-1.11111111111111
2017-03-16,31277,40,-1.11111111111111
2017-03-16,31278,42,-1.11111111111111
2017-03-16,31281,37,-1.11111111111111
2017-03-16,31288,21,-1.11111111111111
2017-03-16,31289,10,-1.11111111111111
2017-03-16,31290,21,-1.11111111111111
2017-03-16,31600,51,-1.11111111111111
2017-03-16,31603,55,-1.11111111111111
2017-03-16,31613,44,-1.11111111111111
2017-03-16,31616,31,-1.11111111111111
2017-03-16,31623,157,-1.11111111111111
2017-03-16,31624,51,-1.11111111111111
2017-03-16,31627,40,-1.11111111111111
2017-03-16,31628,31,-1.11111111111111
2017-03-17,31101,77,2.22222222222222
2017-03-17,31104,56,2.22222222222222
2017-03-17,31108,38,2.22222222222222
2017-03-17,31109,44,2.22222222222222
2017-03-17,31110,46,2.22222222222222
2017-03-17,31124,68,2.22222222222222
2017-03-17,31200,100,2.22222222222222
2017-03-17,31201,76,2.22222222222222
2017-03-17,31202,46,2.22222222222222
2017-03-17,31203,68,2.22222222222222
2017-03-17,31212,54,2.22222222222222
2017-03-17,31213,60,2.22222222222222
2017-03-17,31214,73,2.22222222222222
2017-03-17,31218,38,2.22222222222222
2017-03-17,31219,45,2.22222222222222
2017-03-17,31222,44,2.22222222222222
2017-03-17,31228,46,2.22222222222222
2017-03-17,31229,59,2.22222222222222
2017-03-17,31230,43,2.22222222222222
2017-03-17,31231,58,2.22222222222222
2017-03-17,31232,45,2.22222222222222
2017-03-17,31238,41,2.22222222222222
2017-03-17,31241,86,2.22222222222222
2017-03-17,31243,49,2.22222222222222
2017-03-17,31244,35,2.22222222222222
2017-03-17,31246,39,2.22222222222222
2017-03-17,31247,110,2.22222222222222
2017-03-17,31248,65,2.22222222222222
2017-03-17,31249,55,2.22222222222222
2017-03-17,31257,35,2.22222222222222
2017-03-17,31258,90,2.22222222222222
2017-03-17,31265,55,2.22222222222222
2017-03-17,31266,41,2.22222222222222
2017-03-17,31267,58,2.22222222222222
2017-03-17,31271,36,2.22222222222222
2017-03-17,31272,63,2.22222222222222
2017-03-17,31277,44,2.22222222222222
2017-03-17,31278,51,2.22222222222222
2017-03-17,31281,50,2.22222222222222
2017-03-17,31288,62,2.22222222222222
2017-03-17,31289,41,2.22222222222222
2017-03-17,31290,47,2.22222222222222
2017-03-17,31600,74,2.22222222222222
2017-03-17,31603,69,2.22222222222222
2017-03-17,31613,55,2.22222222222222
2017-03-17,31616,50,2.22222222222222
2017-03-17,31623,176,2.22222222222222
2017-03-17,31624,54,2.22222222222222
2017-03-17,31627,28,2.22222222222222
2017-03-17,31628,34,2.22222222222222
2017-03-18,31101,93,6.66666666666667
2017-03-18,31104,72,6.66666666666667
2017-03-18,31108,39,6.66666666666667
2017-03-18,31109,63,6.66666666666667
2017-03-18,31110,48,6.66666666666667
2017-03-18,31124,53,6.66666666666667
2017-03-18,31200,122,6.66666666666667
2017-03-18,31201,98,6.66666666666667
2017-03-18,31202,62,6.66666666666667
2017-03-18,31203,73,6.66666666666667
2017-03-18,31212,48,6.66666666666667
2017-03-18,31213,25,6.66666666666667
2017-03-18,31214,64,6.66666666666667
2017-03-18,31218,38,6.66666666666667
2017-03-18,31219,66,6.66666666666667
2017-03-18,31222,111,6.66666666666667
2017-03-18,31228,47,6.66666666666667
2017-03-18,31229,79,6.66666666666667
2017-03-18,31230,29,6.66666666666667
2017-03-18,31231,57,6.66666666666667
2017-03-18,31232,61,6.66666666666667
2017-03-18,31238,43,6.66666666666667
2017-03-18,31241,46,6.66666666666667
2017-03-18,31243,91,6.66666666666667
2017-03-18,31244,29,6.66666666666667
2017-03-18,31246,45,6.66666666666667
2017-03-18,31247,297,6.66666666666667
2017-03-18,31248,134,6.66666666666667
2017-03-18,31249,182,6.66666666666667
2017-03-18,31257,30,6.66666666666667
2017-03-18,31258,251,6.66666666666667
2017-03-18,31265,25,6.66666666666667
2017-03-18,31266,52,6.66666666666667
2017-03-18,31267,27,6.66666666666667
2017-03-18,31271,85,6.66666666666667
2017-03-18,31272,63,6.66666666666667
2017-03-18,31277,56,6.66666666666667
2017-03-18,31278,49,6.66666666666667
2017-03-18,31281,50,6.66666666666667
2017-03-18,31288,192,6.66666666666667
2017-03-18,31289,140,6.66666666666667
2017-03-18,31290,157,6.66666666666667
2017-03-18,31600,63,6.66666666666667
2017-03-18,31603,55,6.66666666666667
2017-03-18,31613,76,6.66666666666667
2017-03-18,31616,38,6.66666666666667
2017-03-18,31623,69,6.66666666666667
2017-03-18,31624,30,6.66666666666667
2017-03-18,31627,51,6.66666666666667
2017-03-18,31628,44,6.66666666666667
2017-03-19,31101,74,5
2017-03-19,31104,63,5
2017-03-19,31108,20,5
2017-03-19,31109,41,5
2017-03-19,31110,44,5
2017-03-19,31124,31,5
2017-03-19,31200,87,5
2017-03-19,31201,94,5
2017-03-19,31202,49,5
2017-03-19,31203,74,5
2017-03-19,31212,28,5
2017-03-19,31213,21,5
2017-03-19,31214,65,5
2017-03-19,31218,20,5
2017-03-19,31219,42,5
2017-03-19,31222,66,5
2017-03-19,31228,64,5
2017-03-19,31229,63,5
2017-03-19,31230,25,5
2017-03-19,31231,14,5
2017-03-19,31232,56,5
2017-03-19,31238,18,5
2017-03-19,31241,39,5
2017-03-19,31243,29,5
2017-03-19,31244,12,5
2017-03-19,31246,45,5
2017-03-19,31247,152,5
2017-03-19,31248,87,5
2017-03-19,31249,89,5
2017-03-19,31257,35,5
2017-03-19,31258,157,5
2017-03-19,31265,34,5
2017-03-19,31266,48,5
2017-03-19,31267,39,5
2017-03-19,31271,35,5
2017-03-19,31272,21,5
2017-03-19,31277,26,5
2017-03-19,31278,41,5
2017-03-19,31281,53,5
2017-03-19,31288,82,5
2017-03-19,31289,60,5
2017-03-19,31290,67,5
2017-03-19,31600,54,5
2017-03-19,31603,43,5
2017-03-19,31613,68,5
2017-03-19,31616,44,5
2017-03-19,31623,55,5
2017-03-19,31624,26,5
2017-03-19,31627,25,5
2017-03-19,31628,19,5
2017-03-20,31101,79,6.11111111111111
2017-03-20,31104,52,6.11111111111111
2017-03-20,31108,53,6.11111111111111
2017-03-20,31109,59,6.11111111111111
2017-03-20,31110,59,6.11111111111111
2017-03-20,31124,50,6.11111111111111
2017-03-20,31200,115,6.11111111111111
2017-03-20,31201,103,6.11111111111111
2017-03-20,31202,60,6.11111111111111
2017-03-20,31203,72,6.11111111111111
2017-03-20,31212,69,6.11111111111111
2017-03-20,31213,66,6.11111111111111
2017-03-20,31214,54,6.11111111111111
2017-03-20,31218,70,6.11111111111111
2017-03-20,31219,46,6.11111111111111
2017-03-20,31222,83,6.11111111111111
2017-03-20,31228,65,6.11111111111111
2017-03-20,31229,71,6.11111111111111
2017-03-20,31230,61,6.11111111111111
2017-03-20,31231,64,6.11111111111111
2017-03-20,31232,50,6.11111111111111
2017-03-20,31238,62,6.11111111111111
2017-03-20,31241,111,6.11111111111111
2017-03-20,31243,64,6.11111111111111
2017-03-20,31244,66,6.11111111111111
2017-03-20,31246,45,6.11111111111111
2017-03-20,31247,166,6.11111111111111
2017-03-20,31248,103,6.11111111111111
2017-03-20,31249,129,6.11111111111111
2017-03-20,31257,53,6.11111111111111
2017-03-20,31258,132,6.11111111111111
2017-03-20,31265,71,6.11111111111111
2017-03-20,31266,51,6.11111111111111
2017-03-20,31267,53,6.11111111111111
2017-03-20,31271,72,6.11111111111111
2017-03-20,31272,52,6.11111111111111
2017-03-20,31277,73,6.11111111111111
2017-03-20,31278,42,6.11111111111111
2017-03-20,31281,60,6.11111111111111
2017-03-20,31288,116,6.11111111111111
2017-03-20,31289,109,6.11111111111111
2017-03-20,31290,77,6.11111111111111
2017-03-20,31600,71,6.11111111111111
2017-03-20,31603,70,6.11111111111111
2017-03-20,31613,79,6.11111111111111
2017-03-20,31616,34,6.11111111111111
2017-03-20,31623,210,6.11111111111111
2017-03-20,31624,99,6.11111111111111
2017-03-20,31627,58,6.11111111111111
2017-03-20,31628,42,6.11111111111111
2017-03-21,31101,89,10.5555555555556
2017-03-21,31104,62,10.5555555555556
2017-03-21,31108,64,10.5555555555556
2017-03-21,31109,60,10.5555555555556
2017-03-21,31110,69,10.5555555555556
2017-03-21,31124,74,10.5555555555556
2017-03-21,31200,149,10.5555555555556
2017-03-21,31201,109,10.5555555555556
2017-03-21,31202,56,10.5555555555556
2017-03-21,31203,75,10.5555555555556
2017-03-21,31212,73,10.5555555555556
2017-03-21,31213,70,10.5555555555556
2017-03-21,31214,71,10.5555555555556
2017-03-21,31218,58,10.5555555555556
2017-03-21,31219,69,10.5555555555556
2017-03-21,31222,90,10.5555555555556
2017-03-21,31228,89,10.5555555555556
2017-03-21,31229,99,10.5555555555556
2017-03-21,31230,71,10.5555555555556
2017-03-21,31231,67,10.5555555555556
2017-03-21,31232,66,10.5555555555556
2017-03-21,31238,66,10.5555555555556
2017-03-21,31241,120,10.5555555555556
2017-03-21,31243,74,10.5555555555556
2017-03-21,31244,53,10.5555555555556
2017-03-21,31246,54,10.5555555555556
2017-03-21,31247,179,10.5555555555556
2017-03-21,31248,134,10.5555555555556
2017-03-21,31249,119,10.5555555555556
2017-03-21,31257,55,10.5555555555556
2017-03-21,31258,161,10.5555555555556
2017-03-21,31265,89,10.5555555555556
2017-03-21,31266,62,10.5555555555556
2017-03-21,31267,84,10.5555555555556
2017-03-21,31271,70,10.5555555555556
2017-03-21,31272,62,10.5555555555556
2017-03-21,31277,72,10.5555555555556
2017-03-21,31278,61,10.5555555555556
2017-03-21,31281,60,10.5555555555556
2017-03-21,31288,85,10.5555555555556
2017-03-21,31289,60,10.5555555555556
2017-03-21,31290,55,10.5555555555556
2017-03-21,31600,92,10.5555555555556
2017-03-21,31603,87,10.5555555555556
2017-03-21,31613,90,10.5555555555556
2017-03-21,31616,57,10.5555555555556
2017-03-21,31623,279,10.5555555555556
2017-03-21,31624,123,10.5555555555556
2017-03-21,31627,68,10.5555555555556
2017-03-21,31628,59,10.5555555555556
2017-03-22,31101,73,8.33333333333333
2017-03-22,31104,53,8.33333333333333
2017-03-22,31108,59,8.33333333333333
2017-03-22,31109,54,8.33333333333333
2017-03-22,31110,66,8.33333333333333
2017-03-22,31124,50,8.33333333333333
2017-03-22,31200,131,8.33333333333333
2017-03-22,31201,98,8.33333333333333
2017-03-22,31202,54,8.33333333333333
2017-03-22,31203,62,8.33333333333333
2017-03-22,31212,72,8.33333333333333
2017-03-22,31213,72,8.33333333333333
2017-03-22,31214,66,8.33333333333333
2017-03-22,31218,52,8.33333333333333
2017-03-22,31219,36,8.33333333333333
2017-03-22,31222,56,8.33333333333333
2017-03-22,31228,72,8.33333333333333
2017-03-22,31229,70,8.33333333333333
2017-03-22,31230,55,8.33333333333333
2017-03-22,31231,59,8.33333333333333
2017-03-22,31232,40,8.33333333333333
2017-03-22,31238,53,8.33333333333333
2017-03-22,31241,116,8.33333333333333
2017-03-22,31243,42,8.33333333333333
2017-03-22,31244,39,8.33333333333333
2017-03-22,31246,45,8.33333333333333
2017-03-22,31247,82,8.33333333333333
2017-03-22,31248,65,8.33333333333333
2017-03-22,31249,58,8.33333333333333
2017-03-22,31257,48,8.33333333333333
2017-03-22,31258,59,8.33333333333333
2017-03-22,31265,75,8.33333333333333
2017-03-22,31266,53,8.33333333333333
2017-03-22,31267,65,8.33333333333333
2017-03-22,31271,52,8.33333333333333
2017-03-22,31272,27,8.33333333333333
2017-03-22,31277,59,8.33333333333333
2017-03-22,31278,64,8.33333333333333
2017-03-22,31281,55,8.33333333333333
2017-03-22,31288,43,8.33333333333333
2017-03-22,31289,28,8.33333333333333
2017-03-22,31290,38,8.33333333333333
2017-03-22,31600,64,8.33333333333333
2017-03-22,31603,75,8.33333333333333
2017-03-22,31613,82,8.33333333333333
2017-03-22,31616,51,8.33333333333333
2017-03-22,31623,232,8.33333333333333
2017-03-22,31624,80,8.33333333333333
2017-03-22,31627,62,8.33333333333333
2017-03-22,31628,51,8.33333333333333
2017-03-23,31101,97,1.66666666666667
2017-03-23,31104,59,1.66666666666667
2017-03-23,31108,50,1.66666666666667
2017-03-23,31109,49,1.66666666666667
2017-03-23,31110,50,1.66666666666667
2017-03-23,31124,65,1.66666666666667
2017-03-23,31200,126,1.66666666666667
2017-03-23,31201,112,1.66666666666667
2017-03-23,31202,63,1.66666666666667
2017-03-23,31203,65,1.66666666666667
2017-03-23,31212,59,1.66666666666667
2017-03-23,31213,65,1.66666666666667
2017-03-23,31214,58,1.66666666666667
2017-03-23,31218,59,1.66666666666667
2017-03-23,31219,36,1.66666666666667
2017-03-23,31222,58,1.66666666666667
2017-03-23,31228,66,1.66666666666667
2017-03-23,31229,78,1.66666666666667
2017-03-23,31230,61,1.66666666666667
2017-03-23,31231,58,1.66666666666667
2017-03-23,31232,53,1.66666666666667
2017-03-23,31238,58,1.66666666666667
2017-03-23,31241,73,1.66666666666667
2017-03-23,31243,54,1.66666666666667
2017-03-23,31244,45,1.66666666666667
2017-03-23,31246,38,1.66666666666667
2017-03-23,31247,101,1.66666666666667
2017-03-23,31248,67,1.66666666666667
2017-03-23,31249,59,1.66666666666667
2017-03-23,31257,52,1.66666666666667
2017-03-23,31258,78,1.66666666666667
2017-03-23,31265,73,1.66666666666667
2017-03-23,31266,56,1.66666666666667
2017-03-23,31267,67,1.66666666666667
2017-03-23,31271,44,1.66666666666667
2017-03-23,31272,42,1.66666666666667
2017-03-23,31277,60,1.66666666666667
2017-03-23,31278,54,1.66666666666667
2017-03-23,31281,69,1.66666666666667
2017-03-23,31288,50,1.66666666666667
2017-03-23,31289,48,1.66666666666667
2017-03-23,31290,30,1.66666666666667
2017-03-23,31600,74,1.66666666666667
2017-03-23,31603,86,1.66666666666667
2017-03-23,31613,74,1.66666666666667
2017-03-23,31616,47,1.66666666666667
2017-03-23,31623,230,1.66666666666667
2017-03-23,31624,81,1.66666666666667
2017-03-23,31627,56,1.66666666666667
2017-03-23,31628,48,1.66666666666667
2017-03-24,31101,82,5.55555555555556
2017-03-24,31104,58,5.55555555555556
2017-03-24,31108,61,5.55555555555556
2017-03-24,31109,55,5.55555555555556
2017-03-24,31110,51,5.55555555555556
2017-03-24,31124,49,5.55555555555556
2017-03-24,31200,131,5.55555555555556
2017-03-24,31201,100,5.55555555555556
2017-03-24,31202,46,5.55555555555556
2017-03-24,31203,78,5.55555555555556
2017-03-24,31212,60,5.55555555555556
2017-03-24,31213,53,5.55555555555556
2017-03-24,31214,66,5.55555555555556
2017-03-24,31218,59,5.55555555555556
2017-03-24,31219,56,5.55555555555556
2017-03-24,31222,86,5.55555555555556
2017-03-24,31228,69,5.55555555555556
2017-03-24,31229,85,5.55555555555556
2017-03-24,31230,58,5.55555555555556
2017-03-24,31231,58,5.55555555555556
2017-03-24,31232,67,5.55555555555556
2017-03-24,31238,57,5.55555555555556
2017-03-24,31241,97,5.55555555555556
2017-03-24,31243,44,5.55555555555556
2017-03-24,31244,44,5.55555555555556
2017-03-24,31246,51,5.55555555555556
2017-03-24,31247,163,5.55555555555556
2017-03-24,31248,55,5.55555555555556
2017-03-24,31249,129,5.55555555555556
2017-03-24,31257,43,5.55555555555556
2017-03-24,31258,138,5.55555555555556
2017-03-24,31265,78,5.55555555555556
2017-03-24,31266,52,5.55555555555556
2017-03-24,31267,65,5.55555555555556
2017-03-24,31271,67,5.55555555555556
2017-03-24,31272,43,5.55555555555556
2017-03-24,31277,69,5.55555555555556
2017-03-24,31278,54,5.55555555555556
2017-03-24,31281,60,5.55555555555556
2017-03-24,31288,63,5.55555555555556
2017-03-24,31289,72,5.55555555555556
2017-03-24,31290,71,5.55555555555556
2017-03-24,31600,77,5.55555555555556
2017-03-24,31603,78,5.55555555555556
2017-03-24,31613,68,5.55555555555556
2017-03-24,31616,51,5.55555555555556
2017-03-24,31623,189,5.55555555555556
2017-03-24,31624,96,5.55555555555556
2017-03-24,31627,43,5.55555555555556
2017-03-24,31628,39,5.55555555555556
2017-03-25,31101,135,18.3333333333333
2017-03-25,31104,105,18.3333333333333
2017-03-25,31108,116,18.3333333333333
2017-03-25,31109,88,18.3333333333333
2017-03-25,31110,80,18.3333333333333
2017-03-25,31124,65,18.3333333333333
2017-03-25,31200,172,18.3333333333333
2017-03-25,31201,152,18.3333333333333
2017-03-25,31202,139,18.3333333333333
2017-03-25,31203,134,18.3333333333333
2017-03-25,31212,60,18.3333333333333
2017-03-25,31213,56,18.3333333333333
2017-03-25,31214,108,18.3333333333333
2017-03-25,31218,119,18.3333333333333
2017-03-25,31219,133,18.3333333333333
2017-03-25,31222,204,18.3333333333333
2017-03-25,31228,123,18.3333333333333
2017-03-25,31229,121,18.3333333333333
2017-03-25,31230,65,18.3333333333333
2017-03-25,31231,135,18.3333333333333
2017-03-25,31232,124,18.3333333333333
2017-03-25,31238,123,18.3333333333333
2017-03-25,31241,86,18.3333333333333
2017-03-25,31243,132,18.3333333333333
2017-03-25,31244,41,18.3333333333333
2017-03-25,31246,121,18.3333333333333
2017-03-25,31247,517,18.3333333333333
2017-03-25,31248,364,18.3333333333333
2017-03-25,31249,455,18.3333333333333
2017-03-25,31257,94,18.3333333333333
2017-03-25,31258,549,18.3333333333333
2017-03-25,31265,74,18.3333333333333
2017-03-25,31266,87,18.3333333333333
2017-03-25,31267,52,18.3333333333333
2017-03-25,31271,180,18.3333333333333
2017-03-25,31272,130,18.3333333333333
2017-03-25,31277,155,18.3333333333333
2017-03-25,31278,91,18.3333333333333
2017-03-25,31281,81,18.3333333333333
2017-03-25,31288,229,18.3333333333333
2017-03-25,31289,369,18.3333333333333
2017-03-25,31290,393,18.3333333333333
2017-03-25,31600,114,18.3333333333333
2017-03-25,31603,89,18.3333333333333
2017-03-25,31613,122,18.3333333333333
2017-03-25,31616,67,18.3333333333333
2017-03-25,31623,95,18.3333333333333
2017-03-25,31624,79,18.3333333333333
2017-03-25,31627,72,18.3333333333333
2017-03-25,31628,74,18.3333333333333
2017-03-26,31101,68,10
2017-03-26,31104,50,10
2017-03-26,31108,50,10
2017-03-26,31109,62,10
2017-03-26,31110,50,10
2017-03-26,31124,33,10
2017-03-26,31200,88,10
2017-03-26,31201,92,10
2017-03-26,31202,62,10
2017-03-26,31203,70,10
2017-03-26,31212,47,10
2017-03-26,31213,21,10
2017-03-26,31214,61,10
2017-03-26,31218,24,10
2017-03-26,31219,64,10
2017-03-26,31222,51,10
2017-03-26,31228,60,10
2017-03-26,31229,89,10
2017-03-26,31230,36,10
2017-03-26,31231,41,10
2017-03-26,31232,52,10
2017-03-26,31238,28,10
2017-03-26,31241,55,10
2017-03-26,31243,49,10
2017-03-26,31244,29,10
2017-03-26,31246,43,10
2017-03-26,31247,149,10
2017-03-26,31248,130,10
2017-03-26,31249,54,10
2017-03-26,31257,29,10
2017-03-26,31258,136,10
2017-03-26,31265,46,10
2017-03-26,31266,52,10
2017-03-26,31267,42,10
2017-03-26,31271,51,10
2017-03-26,31272,23,10
2017-03-26,31277,30,10
2017-03-26,31278,57,10
2017-03-26,31281,69,10
2017-03-26,31288,68,10
2017-03-26,31289,96,10
2017-03-26,31290,100,10
2017-03-26,31600,68,10
2017-03-26,31603,49,10
2017-03-26,31613,66,10
2017-03-26,31616,44,10
2017-03-26,31623,70,10
2017-03-26,31624,35,10
2017-03-26,31627,35,10
2017-03-26,31628,27,10
2017-03-27,31101,89,10.5555555555556
2017-03-27,31104,60,10.5555555555556
2017-03-27,31108,76,10.5555555555556
2017-03-27,31109,59,10.5555555555556
2017-03-27,31110,67,10.5555555555556
2017-03-27,31124,46,10.5555555555556
2017-03-27,31200,153,10.5555555555556
2017-03-27,31201,142,10.5555555555556
2017-03-27,31202,57,10.5555555555556
2017-03-27,31203,78,10.5555555555556
2017-03-27,31212,81,10.5555555555556
2017-03-27,31213,88,10.5555555555556
2017-03-27,31214,65,10.5555555555556
2017-03-27,31218,77,10.5555555555556
2017-03-27,31219,65,10.5555555555556
2017-03-27,31222,120,10.5555555555556
2017-03-27,31228,85,10.5555555555556
2017-03-27,31229,66,10.5555555555556
2017-03-27,31230,67,10.5555555555556
2017-03-27,31231,107,10.5555555555556
2017-03-27,31232,68,10.5555555555556
2017-03-27,31238,80,10.5555555555556
2017-03-27,31241,112,10.5555555555556
2017-03-27,31243,75,10.5555555555556
2017-03-27,31244,77,10.5555555555556
2017-03-27,31246,59,10.5555555555556
2017-03-27,31247,215,10.5555555555556
2017-03-27,31248,166,10.5555555555556
2017-03-27,31249,169,10.5555555555556
2017-03-27,31257,85,10.5555555555556
2017-03-27,31258,209,10.5555555555556
2017-03-27,31265,90,10.5555555555556
2017-03-27,31266,64,10.5555555555556
2017-03-27,31267,68,10.5555555555556
2017-03-27,31271,87,10.5555555555556
2017-03-27,31272,64,10.5555555555556
2017-03-27,31277,70,10.5555555555556
2017-03-27,31278,58,10.5555555555556
2017-03-27,31281,73,10.5555555555556
2017-03-27,31288,131,10.5555555555556
2017-03-27,31289,129,10.5555555555556
2017-03-27,31290,165,10.5555555555556
2017-03-27,31600,92,10.5555555555556
2017-03-27,31603,85,10.5555555555556
2017-03-27,31613,119,10.5555555555556
2017-03-27,31616,45,10.5555555555556
2017-03-27,31623,209,10.5555555555556
2017-03-27,31624,104,10.5555555555556
2017-03-27,31627,67,10.5555555555556
2017-03-27,31628,59,10.5555555555556
2017-03-28,31101,97,15
2017-03-28,31104,75,15
2017-03-28,31108,66,15
2017-03-28,31109,58,15
2017-03-28,31110,64,15
2017-03-28,31124,71,15
2017-03-28,31200,153,15
2017-03-28,31201,111,15
2017-03-28,31202,88,15
2017-03-28,31203,103,15
2017-03-28,31212,65,15
2017-03-28,31213,70,15
2017-03-28,31214,70,15
2017-03-28,31218,75,15
2017-03-28,31219,62,15
2017-03-28,31222,82,15
2017-03-28,31228,80,15
2017-03-28,31229,83,15
2017-03-28,31230,81,15
2017-03-28,31231,85,15
2017-03-28,31232,64,15
2017-03-28,31238,70,15
2017-03-28,31241,122,15
2017-03-28,31243,72,15
2017-03-28,31244,84,15
2017-03-28,31246,44,15
2017-03-28,31247,129,15
2017-03-28,31248,107,15
2017-03-28,31249,116,15
2017-03-28,31257,58,15
2017-03-28,31258,148,15
2017-03-28,31265,65,15
2017-03-28,31266,73,15
2017-03-28,31267,84,15
2017-03-28,31271,75,15
2017-03-28,31272,58,15
2017-03-28,31277,69,15
2017-03-28,31278,58,15
2017-03-28,31281,69,15
2017-03-28,31288,88,15
2017-03-28,31289,51,15
2017-03-28,31290,63,15
2017-03-28,31600,86,15
2017-03-28,31603,108,15
2017-03-28,31613,84,15
2017-03-28,31616,61,15
2017-03-28,31623,218,15
2017-03-28,31624,94,15
2017-03-28,31627,69,15
2017-03-28,31628,64,15
2017-03-29,31101,97,15
2017-03-29,31104,57,15
2017-03-29,31108,97,15
2017-03-29,31109,64,15
2017-03-29,31110,76,15
2017-03-29,31124,61,15
2017-03-29,31200,195,15
2017-03-29,31201,128,15
2017-03-29,31202,61,15
2017-03-29,31203,91,15
2017-03-29,31212,73,15
2017-03-29,31213,90,15
2017-03-29,31214,83,15
2017-03-29,31218,77,15
2017-03-29,31219,73,15
2017-03-29,31222,111,15
2017-03-29,31228,97,15
2017-03-29,31229,94,15
2017-03-29,31230,82,15
2017-03-29,31231,112,15
2017-03-29,31232,74,15
2017-03-29,31238,80,15
2017-03-29,31241,110,15
2017-03-29,31243,97,15
2017-03-29,31244,99,15
2017-03-29,31246,80,15
2017-03-29,31247,241,15
